id,image,part,within,src_cls,tgt_cls,src_model,tgt_model,dist_to_center,dist_to_pam,cluster_idx,num_cluster
1,target_1.JPEG,head,True,animal,animal,african elephant,buffalo,5.5758333,15.572411502397436,0,1
1,target_1.JPEG,knee,True,animal,animal,african elephant,buffalo,5.8267636,10.307764064044152,0,1
1,target_2.JPEG,head,True,animal,animal,african elephant,buffalo,3.4154072,13.509256086106296,0,1
1,target_2.JPEG,spine,True,animal,animal,african elephant,buffalo,14.40699,18.117670931993437,0,1
1,target_3.JPEG,knee,True,animal,animal,african elephant,buffalo,3.4921484,9.17877987534291,0,1
1,target_3.JPEG,spine,True,animal,animal,african elephant,buffalo,8.243363,15.88238017426859,0,1
1,target_4.JPEG,head,True,animal,animal,camel,buffalo,9.181242,16.507574019219177,0,1
1,target_4.JPEG,knee,True,animal,animal,camel,buffalo,2.9672065,13.5,0,1
1,target_5.JPEG,head,True,animal,animal,camel,buffalo,10.028524,11.045361017187261,0,1
1,target_5.JPEG,spine,True,animal,animal,camel,buffalo,5.584965,10.124228365658293,0,1
1,target_6.JPEG,knee,True,animal,animal,camel,buffalo,13.756837,6.324555320336759,0,1
1,target_6.JPEG,spine,True,animal,animal,camel,buffalo,1.2310332,6.800735254367722,0,1
1,target_7.JPEG,head,True,animal,animal,celtic wolfhound,buffalo,3.065333,3.5,0,1
1,target_7.JPEG,knee,True,animal,animal,celtic wolfhound,buffalo,3.4147186,16.15549442140351,0,1
1,target_8.JPEG,head,True,animal,animal,celtic wolfhound,buffalo,11.067175,12.509996003196804,0,1
1,target_8.JPEG,spine,True,animal,animal,celtic wolfhound,buffalo,12.694676,20.402205763103165,0,1
1,target_9.JPEG,knee,True,animal,animal,celtic wolfhound,buffalo,1.6588932,19.83053201505194,0,1
1,target_9.JPEG,spine,True,animal,animal,celtic wolfhound,buffalo,1.319333,26.239283526803852,0,1
1,target_10.JPEG,head,True,animal,animal,hellenic hound,buffalo,8.222129,11.715374513859981,0,1
1,target_10.JPEG,knee,True,animal,animal,hellenic hound,buffalo,5.429383,10.547511554864494,0,1
1,target_11.JPEG,head,True,animal,animal,hellenic hound,buffalo,4.108674,9.5524865872714,0,1
1,target_11.JPEG,spine,True,animal,animal,hellenic hound,buffalo,2.9113443,13.536986370680884,0,1
1,target_12.JPEG,knee,True,animal,animal,hellenic hound,buffalo,4.231213,6.082762530298219,0,1
1,target_12.JPEG,spine,True,animal,animal,hellenic hound,buffalo,8.078872,6.576473218982953,0,1
1,target_13.JPEG,head,True,animal,animal,african elephant,cane corso,2.8873246,54.55501810099599,0,1
1,target_13.JPEG,knee,True,animal,animal,african elephant,cane corso,5.085891,8.0156097709407,0,1
1,target_14.JPEG,head,True,animal,animal,african elephant,cane corso,4.2827454,54.78138369920935,0,1
1,target_14.JPEG,spine,True,animal,animal,african elephant,cane corso,2.651645,7.826237921249264,0,1
1,target_15.JPEG,knee,True,animal,animal,african elephant,cane corso,3.731363,9.86154146165801,0,1
1,target_15.JPEG,spine,True,animal,animal,african elephant,cane corso,1.7106272,7.5,0,1
1,target_16.JPEG,head,True,animal,animal,camel,cane corso,5.0062513,7.762087348130012,0,1
1,target_16.JPEG,knee,True,animal,animal,camel,cane corso,6.850362,5.220153254455275,0,1
